Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR
Circle of the Moon Druid,G,C,72955,58.8%,55.2%,16997,56.2%
Zombie Ogre,B,C,74289,55.6%,55.1%,13807,53.8%
Evolving Wilds,,C,135120,90.5%,55.1%,29719,56.8%
"Xanathar, Guild Kingpin",UB,M,10288,89.2%,55.1%,1700,58.1%
Elturgard Ranger,G,C,74721,54.6%,55.1%,14556,55.1%
Steadfast Paladin,W,C,108093,83.6%,54.9%,29171,58.0%
Temple of the Dragon Queen,,U,56809,87.2%,54.9%,11427,56.7%
Loyal Warhound,W,R,15517,81.8%,54.9%,2876,58.5%
Cave of the Frost Dragon,,R,15140,80.0%,54.8%,2758,57.8%
You Hear Something on Watch,W,C,88417,72.0%,54.8%,20132,55.3%
Veteran Dungeoneer,W,C,78284,65.7%,54.7%,18113,56.2%
Boots of Speed,R,C,66627,42.0%,54.7%,12808,54.0%
White Dragon,W,U,39690,82.4%,54.7%,6742,54.4%
Armory Veteran,R,C,83014,57.3%,54.7%,20291,54.8%
Old Gnawbone,G,M,7780,83.6%,54.6%,1198,55.1%
Xorn,R,R,14514,75.3%,54.6%,2551,52.9%
Lightfoot Rogue,B,U,34228,80.2%,54.6%,6847,55.7%
Underdark Basilisk,G,C,90374,75.1%,54.6%,22588,54.7%
Mordenkainen,U,M,7734,79.5%,54.6%,1220,56.4%
Dueling Rapier,R,C,54393,41.1%,54.5%,10421,54.3%
Death-Priest of Myrkul,B,U,40830,82.5%,54.5%,7511,51.9%
You Meet in a Tavern,G,U,24004,50.3%,54.5%,4040,52.3%
Manticore,B,C,48368,41.8%,54.5%,8705,52.3%
Unexpected Windfall,R,C,50069,36.3%,54.4%,8740,51.1%
Portable Hole,W,U,38479,72.1%,54.4%,7167,53.2%
Celestial Unicorn,W,C,62388,62.8%,54.4%,16613,55.4%
Hand of Vecna,,R,17115,85.7%,54.3%,2990,54.8%
Krydle of Baldur's Gate,UB,U,22164,53.5%,54.3%,4535,57.1%
"Delina, Wild Mage",R,R,17769,89.7%,54.2%,3092,52.7%
Froghemoth,G,R,17108,86.8%,54.2%,2905,53.2%
Hall of Storm Giants,,R,9787,69.1%,54.2%,1803,59.0%
Skeletal Swarming,BG,R,20931,88.7%,54.1%,3539,54.2%
Plate Armor,W,U,50064,82.4%,54.1%,9451,53.8%
Arborea Pegasus,W,C,83801,68.9%,54.1%,18451,53.1%
Ranger's Hawk,W,C,66062,55.7%,54.1%,14876,55.7%
Goblin Javelineer,R,C,38699,33.6%,54.0%,8820,55.8%
Bruenor Battlehammer,WR,U,34220,62.0%,54.0%,7210,56.6%
Purple Worm,G,U,38346,77.4%,54.0%,6284,52.5%
Vorpal Sword,B,R,15073,81.9%,54.0%,2573,53.0%
Dragon Turtle,U,R,10078,71.7%,54.0%,1799,55.4%
Sylvan Shepherd,G,C,54609,53.8%,54.0%,12380,54.5%
Dawnbringer Cleric,W,C,73518,65.5%,54.0%,15971,52.9%
Druid Class,G,U,20489,51.2%,53.9%,3873,53.9%
Barrowin of Clan Undurr,WB,U,26798,58.2%,53.9%,5312,53.0%
Wild Shape,G,U,6647,14.7%,53.9%,1095,53.0%
You Come to the Gnoll Camp,R,C,19220,14.7%,53.9%,3120,50.9%
Dwarfhold Champion,W,C,81106,66.7%,53.8%,21290,55.3%
Planar Ally,W,C,72217,72.3%,53.8%,14436,52.5%
Check for Traps,B,U,23851,44.6%,53.8%,4470,54.0%
Ellywick Tumblestrum,G,M,7644,81.5%,53.7%,1259,53.7%
Minimus Containment,W,C,88297,81.1%,53.7%,19774,50.8%
"Zalto, Fire Giant Duke",R,R,13373,79.5%,53.7%,2118,53.8%
Djinni Windseer,U,C,57641,69.0%,53.7%,14605,54.4%
Teleportation Circle,W,R,18379,81.9%,53.7%,3207,53.5%
"Minsc, Beloved Ranger",WRG,M,4248,47.9%,53.6%,644,56.1%
You Happen On a Glade,G,U,28806,59.7%,53.6%,5461,51.3%
Guardian of Faith,W,R,12317,77.8%,53.6%,2120,51.7%
Potion of Healing,W,C,22042,21.4%,53.6%,5049,53.1%
Thieves' Tools,B,C,63278,50.1%,53.6%,12216,50.3%
Cloister Gargoyle,W,U,31030,67.1%,53.6%,6603,52.6%
Choose Your Weapon,G,U,18064,41.4%,53.5%,2894,52.2%
Rally Maneuver,W,U,30951,59.6%,53.4%,5189,51.8%
"Grazilaxx, Illithid Scholar",U,R,11301,74.9%,53.4%,2035,56.1%
Spare Dagger,,C,17445,13.3%,53.4%,3433,53.4%
Dire Wolf Prowler,G,C,44597,39.5%,53.4%,9668,51.7%
Eccentric Apprentice,U,U,24455,67.5%,53.3%,5185,53.2%
Demogorgon's Clutches,B,U,8433,23.2%,53.3%,1492,51.3%
Moon-Blessed Cleric,W,U,24332,53.8%,53.3%,4549,51.3%
The Book of Exalted Deeds,W,M,2718,37.1%,53.2%,395,
"Shessra, Death's Whisper",BG,U,16962,36.3%,53.2%,3099,50.0%
Herald of Hadar,B,C,29770,27.3%,53.2%,4928,50.2%
Iron Golem,,U,9855,26.2%,53.1%,1757,49.2%
Ingenious Smith,W,U,16044,45.2%,53.1%,3417,56.6%
The Tarrasque,G,M,4727,62.2%,53.1%,719,53.5%
Arcane Investigator,U,C,39131,42.5%,53.0%,8698,53.3%
Air-Cult Elemental,U,C,41520,39.0%,53.0%,7803,52.0%
Drider,B,U,23937,65.0%,52.9%,4109,49.2%
Devoted Paladin,W,C,45774,41.5%,52.9%,7901,52.4%
Displacer Beast,U,U,23094,64.5%,52.8%,4718,53.8%
Spiked Pit Trap,,C,38795,32.2%,52.8%,6897,49.8%
"Volo, Guide to Monsters",UG,R,12109,66.4%,52.8%,2104,53.6%
Oswald Fiddlebender,W,R,5521,33.1%,52.8%,947,53.9%
Ray of Frost,U,U,25034,64.7%,52.7%,5022,53.2%
Delver's Torch,W,C,59404,57.7%,52.7%,11520,51.6%
The Deck of Many Things,,M,9341,91.1%,52.7%,1491,48.7%
Clever Conjurer,U,C,32384,30.6%,52.7%,7352,53.9%
Charmed Sleep,U,C,47618,67.1%,52.7%,11418,51.2%
Half-Elf Monk,W,C,51263,43.4%,52.6%,9606,49.9%
Soulknife Spy,U,C,46474,53.5%,52.6%,11785,53.2%
Gretchen Titchwillow,UG,U,13136,30.4%,52.5%,2822,53.6%
You Find Some Prisoners,R,U,14138,29.0%,52.5%,2548,47.6%
You Come to a River,U,C,27085,27.7%,52.5%,5206,50.2%
Dragon's Disciple,W,U,6191,14.4%,52.4%,1234,50.7%
Green Dragon,G,U,21602,59.6%,52.4%,3483,51.7%
Scion of Stygia,U,C,46650,51.5%,52.4%,11428,50.7%
Bar the Gate,U,C,18906,22.4%,52.4%,3963,53.8%
Blue Dragon,U,U,23408,65.4%,52.4%,3934,51.1%
Eyes of the Beholder,B,C,28397,23.8%,52.4%,4585,47.9%
You See a Guard Approach,U,C,6757,6.8%,52.3%,1142,51.4%
Dungeon Map,,U,30899,58.5%,52.3%,5548,49.4%
Monk of the Open Hand,W,U,14621,39.6%,52.3%,2925,52.2%
Fighter Class,WR,R,7827,45.0%,52.3%,1393,46.4%
+2 Mace,W,C,39224,35.3%,52.3%,7333,48.8%
Neverwinter Dryad,G,C,24938,25.5%,52.3%,5406,53.1%
Fly,U,U,20113,57.6%,52.2%,3905,52.8%
Bulette,G,C,29951,30.3%,52.1%,5606,49.1%
Compelled Duel,G,C,11139,10.8%,52.1%,1973,49.6%
Blink Dog,W,U,12957,31.4%,52.0%,2469,50.1%
Pixie Guide,U,C,33721,42.4%,51.9%,8497,51.9%
Rimeshield Frost Giant,U,C,27739,29.9%,51.9%,5256,51.4%
Wizard Class,U,U,23211,68.8%,51.9%,4536,50.7%
Critical Hit,R,U,5867,14.8%,51.9%,940,49.0%
Feywild Trickster,U,U,17906,51.5%,51.9%,4014,52.3%
Contact Other Plane,U,C,41265,46.3%,51.7%,8259,48.9%
"Farideh, Devil's Chosen",UR,U,14198,35.3%,51.7%,3015,50.0%
You Find a Cursed Idol,G,C,32358,29.5%,51.7%,5920,47.0%
Long Rest,G,R,4538,27.3%,51.6%,692,48.7%
Trickster's Talisman,U,U,13794,37.2%,51.5%,2483,48.9%
Brazen Dwarf,R,C,16302,16.1%,51.5%,3778,50.8%
Paladin's Shield,W,C,17785,16.7%,51.5%,3142,48.1%
Eye of Vecna,,R,8997,65.6%,51.5%,1645,47.2%
Treasure Vault,,R,2363,17.0%,51.4%,373,
Shocking Grasp,U,C,12537,12.2%,51.4%,2549,49.5%
Greataxe,,C,5724,5.7%,51.3%,961,46.2%
Acererak the Archlich,B,M,6850,80.2%,51.3%,1186,47.3%
Loathsome Troll,G,U,16999,43.6%,51.3%,2823,46.4%
Leather Armor,,C,6084,6.1%,51.3%,1048,50.4%
Sphere of Annihilation,B,R,5222,45.1%,51.3%,888,49.5%
Tiamat,WUBRG,M,1029,14.3%,51.1%,154,
Split the Party,U,U,5864,15.0%,51.1%,896,48.7%
Keen-Eared Sentry,W,U,9664,23.9%,51.0%,1817,51.2%
Aberrant Mind Sorcerer,U,U,15362,40.3%,51.0%,2692,47.2%
Guild Thief,U,U,17245,58.2%,51.0%,3728,49.6%
Shortcut Seeker,U,C,25706,29.1%,51.0%,5353,50.5%
Secret Door,U,C,18783,19.7%,50.9%,3780,48.0%
You Find the Villains' Lair,U,C,11775,14.5%,50.9%,2298,50.4%
Find the Path,G,C,17724,18.6%,50.9%,3769,48.4%
Asmodeus the Archfiend,B,R,4496,39.3%,50.8%,703,46.2%
Ranger's Longbow,G,C,9800,9.3%,50.8%,1684,45.4%
Gloom Stalker,W,C,21032,21.7%,50.7%,4371,47.8%
Scaled Herbalist,G,C,12050,12.2%,50.6%,2328,50.4%
Orb of Dragonkind,R,R,640,3.8%,50.3%,101,
Devour Intellect,B,C,1456,1.4%,50.2%,254,
Demilich,U,M,1731,25.7%,50.1%,265,
Fifty Feet of Rope,,U,8475,20.1%,50.1%,1529,45.1%
Barbarian Class,R,U,9771,26.5%,49.8%,1896,46.6%
Wizard's Spellbook,U,R,3603,24.7%,49.8%,558,43.2%
Instrument of the Bards,G,R,2634,20.6%,49.7%,435,
Bag of Holding,,U,7144,16.1%,49.6%,1342,43.7%
Kick in the Door,R,C,5425,5.0%,49.4%,1016,46.8%
Minion of the Mighty,R,R,668,4.5%,49.3%,120,
Silver Raven,U,C,7252,9.9%,49.2%,1660,50.7%
Circle of Dreams Druid,G,R,2042,17.8%,49.1%,355,
Power of Persuasion,U,U,6477,18.8%,49.1%,1229,48.6%
Divine Smite,W,U,2347,5.9%,49.0%,376,
Flumph,W,R,2387,15.9%,49.0%,436,
Rogue Class,UB,R,5537,40.9%,48.9%,905,41.7%
Mimic,,C,3947,4.5%,48.6%,770,45.7%
Plummet,G,C,2216,2.1%,48.4%,371,
"Hama Pashar, Ruin Seeker",WU,U,12238,32.8%,48.4%,2490,44.4%
Monk Class,WU,R,4147,28.1%,47.5%,772,45.9%
Sudden Insight,U,U,1495,3.4%,47.3%,218,
Treasure Chest,,R,3450,37.8%,47.2%,543,38.9%
Dungeon Descent,,R,772,4.7%,46.9%,157,
Mordenkainen's Polymorph,U,C,1348,1.5%,45.9%,217,
Tasha's Hideous Laughter,U,R,1566,16.3%,45.7%,302,
The Blackstaff of Waterdeep,U,R,1493,10.7%,45.6%,271,
True Polymorph,U,R,1473,11.5%,45.3%,208,
The Book of Vile Darkness,B,M,278,4.7%,,45,
Wish,R,R,314,1.7%,,43,
Bard Class,RG,R,92,0.6%,,13,
Sorcerer Class,UR,R,421,2.8%,,82,
The Scarab God,UB,M,1462,87.5%,61.9%,265,
"Unesh, Criosphinx Sovereign",U,M,1367,82.3%,61.7%,247,
Glorybringer,R,R,2665,90.9%,61.1%,433,
Sand Strangler,R,U,10602,84.1%,60.7%,1963,65.9%
Insult // Injury,R,R,2593,82.2%,60.5%,450,
"Samut, Voice of Dissent",RG,M,1188,75.6%,60.4%,193,
Struggle // Survive,RG,U,9103,83.0%,60.4%,1770,61.1%
Vizier of the Anointed,U,U,5722,57.7%,60.3%,1059,61.2%
"Jace, Unraveler of Secrets",U,M,1193,86.6%,60.3%,192,
Sunscourge Champion,W,U,8476,88.1%,60.2%,1671,62.2%
Angel of Sanctions,W,M,1262,90.2%,60.0%,204,
Oketra the True,W,M,1315,94.9%,59.9%,232,
Farm // Market,WU,U,5863,71.1%,59.9%,1153,59.2%
Ahn-Crop Crasher,R,U,9032,89.6%,59.8%,1846,60.7%
Heaven // Earth,RG,R,1212,52.6%,59.8%,204,
Steward of Solidarity,W,U,8638,87.0%,59.7%,1732,64.4%
"Temmet, Vizier of Naktamun",WU,R,1418,61.8%,59.6%,269,
Champion of Wits,U,R,2825,88.4%,59.5%,460,
Earthshaker Khenra,R,R,2900,88.9%,59.4%,538,64.7%
Aven Wind Guide,WU,U,4836,62.3%,59.4%,948,61.4%
Deem Worthy,R,U,10102,85.5%,59.4%,1954,61.0%
Commit // Memory,U,R,1768,75.1%,59.3%,267,
The Scorpion God,BR,M,1399,87.2%,59.3%,264,
Glory-Bound Initiate,W,R,2692,89.1%,59.2%,483,
"Nicol Bolas, God-Pharaoh",UBR,M,994,76.2%,59.2%,165,
Labyrinth Guardian,U,U,8479,82.1%,59.1%,1727,61.4%
Magma Spray,R,C,22094,85.5%,59.0%,5121,62.8%
Desert's Hold,W,U,8559,87.5%,59.0%,1578,60.7%
Trial of Zeal,R,U,10409,89.2%,58.9%,2069,60.4%
Ramunap Ruins,,U,8739,87.6%,58.9%,1747,58.3%
Lay Claim,U,U,8836,84.0%,58.9%,1703,56.7%
Cut // Ribbons,BR,R,2792,89.4%,58.8%,475,
Burning-Fist Minotaur,R,U,9142,87.5%,58.8%,1840,59.9%
Sacred Cat,W,C,10445,65.3%,58.8%,2152,61.1%
Wrath of God,W,R,1773,77.6%,58.8%,293,
Cast Out,W,U,8603,88.5%,58.7%,1579,58.5%
Magmaroth,R,U,4938,66.1%,58.7%,965,56.7%
Shefet Dunes,,U,7915,85.0%,58.7%,1535,60.9%
Dusk // Dawn,W,R,1923,77.3%,58.7%,305,
Oketra's Avenger,W,C,18234,80.6%,58.6%,4531,60.4%
Nimble Obstructionist,U,R,2132,85.4%,58.6%,356,
Fan Bearer,W,C,17421,81.0%,58.6%,3776,61.8%
Desert of the Fervent,,C,23202,82.8%,58.5%,5519,60.0%
Abrade,R,U,9481,91.8%,58.5%,1884,60.2%
Never // Return,B,R,2486,87.1%,58.5%,430,
Vizier of Tumbling Sands,U,U,7108,77.3%,58.4%,1354,60.0%
Desert of the True,,C,21484,81.1%,58.4%,5036,58.4%
Consign // Oblivion,UB,U,4826,60.8%,58.4%,915,58.0%
Gust Walker,W,C,21471,86.1%,58.4%,5727,60.3%
Ifnir Deadlands,,U,8053,83.9%,58.4%,1590,59.6%
Archfiend of Ifnir,B,R,2554,88.9%,58.3%,419,
Cartouche of Solidarity,W,C,15677,80.2%,58.2%,3312,59.5%
Battlefield Scavenger,R,U,6858,83.4%,58.2%,1381,59.9%
Honored Crop-Captain,WR,U,5592,68.8%,58.2%,1131,61.8%
Cruel Reality,B,M,928,78.2%,58.2%,142,
Khenra Scrapper,R,C,18163,80.3%,58.1%,4101,57.2%
Open Fire,R,C,23017,88.0%,58.1%,5417,57.4%
Unquenchable Thirst,U,C,17415,74.0%,58.1%,3975,57.3%
Thresher Lizard,R,C,14261,66.1%,58.1%,3113,58.1%
Desert of the Mindful,,C,20863,80.5%,58.1%,5064,58.4%
Censor,U,U,5907,74.3%,58.0%,1127,59.8%
Solitary Camel,W,C,10468,50.7%,58.0%,2232,56.9%
Supreme Will,U,U,5590,79.2%,58.0%,1060,60.0%
Grind // Dust,WB,R,2226,77.7%,58.0%,376,
Prepare // Fight,WG,R,1676,69.9%,58.0%,296,
Curator of Mysteries,U,R,2521,85.8%,57.9%,455,
Enigma Drake,UR,U,4034,56.6%,57.9%,846,59.8%
Oketra's Monument,,U,6556,80.8%,57.9%,1205,62.1%
God-Pharaoh's Gift,,R,2861,92.1%,57.9%,476,
Oketra's Attendant,W,U,7650,85.6%,57.9%,1407,57.6%
"Liliana, Death's Majesty",B,M,1086,84.1%,57.8%,205,
"Neheb, the Eternal",R,M,1067,83.7%,57.8%,177,
Hazoret the Fervent,R,M,1093,88.1%,57.8%,204,
Compulsory Rest,W,C,17378,82.4%,57.8%,3824,57.8%
Aven of Enduring Hope,W,C,13263,67.3%,57.8%,2607,55.4%
Liliana's Mastery,B,R,2348,84.3%,57.8%,373,
Gideon of the Trials,W,M,1009,82.9%,57.8%,181,
Dauntless Aven,W,C,16215,79.1%,57.7%,3749,56.7%
Hour of Devastation,R,R,2042,72.1%,57.7%,340,
Vizier of Many Faces,U,R,2526,84.7%,57.7%,401,
Vizier of Deferment,W,U,5684,75.2%,57.7%,1042,56.0%
Nef-Crop Entangler,R,C,18098,78.8%,57.6%,4328,59.5%
"Chandra, Pyromaster",R,M,1083,84.7%,57.6%,211,
Rhonas the Indomitable,G,M,1394,85.2%,57.6%,254,
Trial of Knowledge,U,U,7506,73.9%,57.5%,1313,57.9%
Ipnu Rivulet,,U,6253,71.7%,57.5%,1163,58.5%
Puncturing Blow,R,C,17589,77.4%,57.4%,3521,56.0%
Firebrand Archer,R,C,13682,70.2%,57.4%,2991,57.1%
Desert Cerodon,R,C,12424,56.5%,57.4%,2605,54.3%
Brute Strength,R,C,7232,41.1%,57.4%,1317,56.6%
Essence Scatter,U,C,13523,69.8%,57.3%,2916,58.4%
Seeker of Insight,U,C,6312,32.4%,57.3%,1279,57.1%
Sweltering Suns,R,R,1892,76.0%,57.3%,336,
Hieroglyphic Illumination,U,C,15397,73.1%,57.2%,3335,56.3%
Perilous Vault,,R,1052,59.0%,57.2%,181,
Crocodile of the Crossing,G,U,6008,83.8%,57.2%,1155,59.8%
Cartouche of Knowledge,U,C,14862,72.0%,57.2%,3164,57.0%
Fervent Paincaster,R,U,8186,82.8%,57.2%,1610,57.0%
Gilded Cerodon,R,C,9932,47.0%,57.2%,1821,57.2%
The Locust God,UR,M,1356,87.4%,57.2%,220,
Ominous Sphinx,U,U,7787,83.6%,57.1%,1478,56.0%
Resilient Khenra,G,R,2087,80.6%,57.1%,372,
Zealot of the God-Pharaoh,R,C,10264,60.6%,57.1%,1899,57.2%
Trial of Solidarity,W,U,7675,77.6%,57.0%,1379,56.1%
Pathmaker Initiate,R,C,13126,58.0%,57.0%,2800,55.8%
"Hapatra, Vizier of Poisons",BG,R,1385,68.0%,57.0%,264,
Blur of Blades,R,C,8305,45.3%,56.9%,1615,56.8%
Trial of Ambition,B,U,6153,79.9%,56.9%,1184,61.0%
Mouth // Feed,G,R,2090,84.8%,56.9%,346,
Bontu's Last Reckoning,B,R,1691,69.2%,56.9%,281,
Wall of Forgotten Pharaohs,,C,14826,63.0%,56.9%,3382,58.3%
Evolving Wilds,,C,21733,87.2%,56.9%,4478,58.1%
Sandwurm Convergence,G,R,2195,84.6%,56.9%,379,
Mighty Leap,W,C,5471,32.9%,56.8%,906,52.2%
Start // Finish,WB,U,5037,62.4%,56.8%,1017,58.6%
Sifter Wurm,G,U,6238,81.2%,56.8%,1024,58.0%
Bloodlust Inciter,R,C,5674,34.3%,56.8%,1091,58.8%
Shimmerscale Drake,U,C,15822,74.8%,56.8%,3604,55.9%
Aven Initiate,U,C,15151,72.7%,56.7%,3337,55.9%
Tah-Crop Elite,W,C,16732,80.4%,56.7%,3578,54.4%
Hornet Queen,G,M,1148,83.2%,56.7%,188,
Khenra Charioteer,RG,U,3404,55.1%,56.7%,691,56.4%
Striped Riverwinder,U,C,13444,68.3%,56.7%,2874,56.0%
Scattered Groves,,R,1417,66.7%,56.6%,261,
Anointer Priest,W,C,7488,48.5%,56.6%,1582,55.8%
Rhonas's Stalwart,G,C,14852,72.7%,56.6%,3703,58.7%
Cartouche of Strength,G,C,17212,81.6%,56.6%,3951,57.1%
Crested Sunmare,W,M,1047,82.6%,56.5%,161,
Trial of Strength,G,U,6472,77.8%,56.5%,1372,57.1%
Vizier of Remedies,W,U,3423,49.7%,56.5%,646,56.8%
Impeccable Timing,W,C,9809,60.8%,56.5%,1939,57.7%
Sphinx's Revelation,WU,M,664,54.6%,56.5%,115,
Sunset Pyramid,,U,7004,78.1%,56.5%,1310,56.9%
Splendid Agony,B,C,17274,75.7%,56.4%,3814,57.3%
Cartouche of Ambition,B,C,17199,79.0%,56.4%,3717,57.7%
Collected Company,G,R,981,62.1%,56.4%,174,
Cartouche of Zeal,R,C,12358,60.1%,56.4%,2494,53.8%
Binding Mummy,W,C,11641,66.6%,56.3%,2936,57.7%
Pact of Negation,U,R,710,35.4%,56.3%,115,
Eternal of Harsh Truths,U,U,5099,75.7%,56.3%,953,56.3%
Hashep Oasis,,U,6044,78.2%,56.3%,1136,57.4%
Baleful Ammit,B,U,6437,85.0%,56.3%,1258,58.6%
Exemplar of Strength,G,U,6485,83.5%,56.3%,1301,58.6%
Desert of the Glorified,,C,18617,77.6%,56.2%,4318,56.1%
Compelling Argument,U,C,2529,17.1%,56.2%,547,54.7%
Supply Caravan,W,C,4488,27.2%,56.2%,805,53.7%
Countervailing Winds,U,C,7249,41.2%,56.2%,1414,54.2%
Spellweaver Eternal,U,C,10916,61.3%,56.2%,2492,54.8%
Vile Manifestation,B,U,5185,68.0%,56.1%,1068,58.0%
Hour of Revelation,W,R,1096,54.7%,56.1%,192,
